"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","Entrez","Description"
"11","AT1G26770",9009.31922128211,2.67530032540101,0.160177964179133,2.74091677516587e-46,5.44100531086832e-44,"EXPA10",839218,"expansin A10(EXPA10)"
"12","AT3G15950",15880.4862459912,-2.73755739565895,0.172876302631768,3.36379619316748e-42,5.38687933220107e-40,"NAI2",820839,"DNA topoisomerase-like protein(NAI2)"
"13","AT1G55490",13328.9644978156,-1.06825822303008,0.105376562060822,2.65549019085593e-10,4.72508651420555e-09,"CPN60B1",841996,"chaperonin 60 beta(CPN60B)"
"14","AT4G14960",11955.2274980585,-0.593668027578294,0.0649155270769787,0.00401294838910055,0.0196694335007945,"TUBA6",827154,"Tubulin/FtsZ family protein(TUA6)"
"15","AT5G67360",11145.7252253607,0.87376149169399,0.168264249080675,0.00426846603190892,0.0207351917333898,"SBT1.7",836871,"Subtilase family protein(ARA12)"
"16","AT2G42840",11968.4740535775,-3.09195506018065,0.422502423414763,2.94751355044011e-11,5.83289363766742e-10,"PDF1",818884,"protodermal factor 1(PDF1)"
"17","AT2G38530",10440.0431139777,-1.84391042154447,0.218979028309041,1.76629133539962e-11,3.5808738275224e-10,"LTP2",818435,"lipid transfer protein 2(LTP2)"
"18","AT3G18490",8832.13977713896,1.07089786572724,0.135160668312189,6.29164627284555e-07,6.97497981510283e-06,"ASPG1",821379,"Eukaryotic aspartyl protease family protein(ASPG1)"
"19","AT3G02480",11818.9266427036,-1.69073541027572,0.286061415977911,2.57077942523218e-06,2.58120882542938e-05,"AT3G02480",821185,"Late embryogenesis abundant protein (LEA) family protein(AT3G02480)"
"20","AT3G17390",8578.53769932949,-1.13582785781372,0.213054387191892,0.000395970068620772,0.00255363844254012,"METK4",821003,"S-adenosylmethionine synthetase family protein(MTO3)"
"21","AT3G09820",8366.11739221119,-1.40900632356268,0.24087222497103,1.46935546802677e-05,0.00012733745863659,"ADK1",820140,"adenosine kinase 1(ADK1)"
"22","AT3G13580",7143.81672477535,0.934112291841729,0.102892464178508,2.36861687335942e-07,2.80539041364888e-06,"RPL7D",820560,"Ribosomal protein L30/L7 family protein(AT3G13580)"
"23","AT5G06760",9253.41893137495,1.54898180563413,0.24902698726602,1.86983385283695e-06,1.92301261378919e-05,"LEA4-5",830565,"Late Embryogenesis Abundant 4-5(LEA4-5)"
"24","AT3G08030",6752.43321328773,1.16771924028082,0.329204179044204,0.0108277376848437,0.0466314569627269,"AT3G08030",819994,"DNA-directed RNA polymerase subunit beta (Protein of unknown function, DUF642)(AT3G08030)"
"25","AT5G06360",6514.55294264521,0.897428729430831,0.184873638915735,0.00601604310147631,0.0280175301526965,"AT5G06360",830524,"Ribosomal protein S8e family protein(AT5G06360)"
"26","AT5G27120",6557.07734930488,0.73547253064863,0.129156822115062,0.00947791414824058,0.0415315267700668,"NOP5-1",832770,"NOP56-like pre RNA processing ribonucleoprotein(AT5G27120)"
"27","AT1G21750",7730.29404911461,-0.877139277237958,0.144699176036339,0.000920451900556758,0.00540188391024489,"PDIL1-1",838779,"PDI-like 1-1(PDIL1-1)"
"28","AT5G15230",8302.3134422979,-5.59313222777368,0.31948660757228,3.49502209088728e-60,1.09187927845965e-57,"GASA4",831375,"GAST1 protein homolog 4(GASA4)"
"29","AT1G43670",6339.56305324903,0.868151778343445,0.170726265777896,0.00534904720804408,0.0252631456366037,"AT1G43670",840953,"Inositol monophosphatase family protein(FBP)"
"30","AT1G78040",7540.72438902765,-1.38400824932454,0.175662759408384,1.26674454693907e-08,1.80556101952266e-07,"AT1G78040",844139,"Pollen Ole e 1 allergen and extensin family protein(AT1G78040)"
"31","AT3G15000",6481.37620268781,0.700916115111435,0.111016712744351,0.00758094886522818,0.0342427453246393,"MORF8",820729,"cobalt ion binding protein(RIP1)"
"32","AT1G50010",7268.38893262265,-1.48942332056397,0.137692714560469,1.70165109374646e-15,5.19685334832153e-14,"TUBA4",841425,"tubulin alpha-2 chain(TUA2)"
"33","AT4G32460",7362.99709600157,-2.56264178004767,0.241992862511786,1.26229372778601e-19,5.63361395091756e-18,"AT4G32460",829381,"choice-of-anchor C domain protein, putative (Protein of unknown function, DUF642)(AT4G32460)"
"34","AT5G58290",5581.0543651072,0.945792203839153,0.145187265248682,0.000164647312706274,0.00115995705665193,"RPT3",835941,"regulatory particle triple-A ATPase 3(RPT3)"
"35","AT3G62030",7059.48372941137,-1.36328887741777,0.249654896205192,6.16045728743384e-05,0.000474534496873996,"CYP20-3",825376,"rotamase CYP 4(ROC4)"
"36","AT5G13450",6921.44433934607,-0.767221356265106,0.135973384148965,0.00696550802987374,0.0318554563295665,"ATP5",831186,"delta subunit of Mt ATP synthase(ATP5)"
"37","AT3G11630",6920.47222843955,-0.889746729187557,0.126776898095878,9.71341634550809e-05,0.00071719711467008,"BAS1",820335,"Thioredoxin superfamily protein(AT3G11630)"
"38","AT4G30190",6541.52459956768,-0.909810942232562,0.1644743483371,0.00163139067777214,0.00901142381052279,"AHA2",829142,"H[+]-ATPase 2(HA2)"
"39","AT2G47170",6349.17480444766,-0.789771154061735,0.128383684906664,0.00241307981761663,0.0126753203099008,"ARF1",819330,"Ras-related small GTP-binding family protein(ARF1A1C)"
"40","AT1G80070",5407.74462334489,0.874027168812433,0.187722029767635,0.00796389335860119,0.0357100978199677,"SUS2",844347,"Pre-mRNA-processing-splicing factor(SUS2)"
"41","AT3G13470",5927.74615590528,-0.981943985412243,0.149687735008608,8.3892542811088e-05,0.000627449053512914,"CPN60B2",820549,"TCP-1/cpn60 chaperonin family protein(Cpn60beta2)"
"42","AT1G12780",4733.53904968918,1.01735274080341,0.151579450914683,3.35290171302681e-05,0.000271783274968745,"UGE1",837834,"UDP-D-glucose/UDP-D-galactose 4-epimerase 1(UGE1)"
"43","AT1G31970",5247.45018049087,0.771545138307018,0.133146305351078,0.00522819061877139,0.0247660026402999,"RH5",840087,"DEA(D/H)-box RNA helicase family protein(STRS1)"
"44","AT1G04820",6637.7912574895,-2.24149045145513,0.104098778449507,6.89784352959062e-70,2.92116009207574e-67,"TUBA4",839405,"tubulin alpha-4 chain(TUA4)"
"45","AT1G07890",5926.83485886959,-2.21381670655416,0.267274123003216,2.6530683454849e-12,5.99046486491774e-11,"APX1",837304,"ascorbate peroxidase 1(APX1)"
"46","AT5G57655",5164.91879859973,0.921081654804637,0.101625757810577,3.3897622548964e-07,3.91744689457614e-06,"XYLA",835871,"xylose isomerase family protein(AT5G57655)"
"47","AT3G14990",4747.47060868647,1.08949104219359,0.238222131070722,0.00266425278475548,0.0138232140808835,"DJ1A",820728,"Class I glutamine amidotransferase-like superfamily protein(DJ1A)"
"48","AT4G29040",4699.52002316358,0.832497245978088,0.128596979400346,0.000682911885433911,0.00415392652432622,"RPT2A",829025,"regulatory particle AAA-ATPase 2A(RPT2a)"
"49","AT3G48140",5213.66294461371,-1.16575538755564,0.160641730714723,1.21690226586001e-06,1.29051232501359e-05,"T24C20_20",823969,"B12D protein(AT3G48140)"
"50","AT4G01850",5786.47265233094,-1.4554538285073,0.130750708271676,4.64856750773257e-16,1.49894671734111e-14,"SAM2",826987,"S-adenosylmethionine synthetase 2(SAM-2)"
"51","AT1G74670",3593.59889409077,1.82055869725055,0.370360984037493,4.13856611099887e-05,0.000329994369779521,"GASA6",843806,"Gibberellin-regulated family protein(GASA6)"
"52","AT3G16460",6024.07285674865,-4.42641120369497,0.189117641681016,8.12547352116171e-101,8.60261938293215e-98,"JAL34",820894,"Mannose-binding lectin superfamily protein(JAL34)"
"53","AT1G05680",3409.08824004384,2.90857495845019,0.252501453346082,5.12680070808741e-24,3.02481241777157e-22,"UGT74E2",837075,"Uridine diphosphate glycosyltransferase 74E2(UGT74E2)"
"54","AT3G19820",5072.80197477157,-1.1112149862457,0.194771243254422,0.000189005685510747,0.0013145552367804,"DIM",821519,"cell elongation protein / DWARF1 / DIMINUTO (DIM)(DWF1)"
"55","AT1G54030",5099.44775211979,-0.908883318649784,0.130711068701916,0.00010528286200162,0.0007722769442513,"MVP1",841841,"GDSL-like Lipase/Acylhydrolase superfamily protein(MVP1)"
"56","AT1G47128",4282.85346942957,-1.04755270815759,0.198046737562903,0.000833042198316631,0.00495508221070976,"RD21A",841122,"Granulin repeat cysteine protease family protein(RD21A)"
"57","AT2G30860",5833.38183913348,-2.72835844956122,0.349118135149758,5.25860044354933e-12,1.15187527187034e-10,"GSTF9",817636,"glutathione S-transferase PHI 9(GSTF9)"
"58","AT2G38230",3920.18630787888,1.13183344187206,0.104103749996852,2.09287535182216e-12,4.75941832693018e-11,"PDX11",818402,"pyridoxine biosynthesis 1.1(PDX1.1)"
"59","AT2G27860",4613.99498649617,-0.609206388451095,0.0681381337577735,0.00315699281189304,0.0160050045268012,"AXS1",817332,"UDP-D-apiose/UDP-D-xylose synthase 1(AXS1)"
"60","AT1G26850",4716.17589285255,-0.600984527361201,0.0761071997822181,0.0109591532212201,0.0471093279767212,"AT1G26850",839229,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G26850)"
"61","AT3G54940",5453.89050079458,1.68295800924441,0.190232292055726,7.62947524178614e-12,1.62095355270738e-10,"AT3G54940",824659,"Papain family cysteine protease(AT3G54940)"
"62","AT1G77760",3979.57601512315,1.14716050410824,0.166072354795079,5.59436552031719e-06,5.26478141830542e-05,"NIA1",844112,"nitrate reductase 1(NIA1)"
"63","AT5G44120",5010.02377178703,2.22761155605625,0.30247439248972,4.09228240518537e-10,7.14163239886608e-09,"CRA1",834435,"RmlC-like cupins superfamily protein(CRA1)"
"64","AT1G66270",5658.61429258011,-9.93856237305087,0.287461081303008,2.72549493655944e-245,5.19397570060133e-241,"BGLU21",842944,"Glycosyl hydrolase superfamily protein(BGLU21)"
"65","AT1G54000",5477.76724764663,-3.02589729173997,0.200047253161472,7.25668562411633e-40,1.00210621694772e-37,"GLL22",841838,"GDSL-like Lipase/Acylhydrolase superfamily protein(GLL22)"
"66","AT1G11580",5615.26555703582,-4.72352249378051,0.220204400151511,3.82276941439793e-86,2.42835055767271e-83,"PME18",837701,"methylesterase PCR A(PMEPCRA)"
"67","AT5G11420",3496.33650410961,2.50185784430023,0.122501159276344,2.61848700727823e-66,9.2408346106854e-64,"AT5G11420",831013,"transmembrane protein, putative (Protein of unknown function, DUF642)(AT5G11420)"
"68","AT1G75830",4462.90880474944,1.43323736062656,0.302597539677844,0.000297493184413251,0.00198228238299417,"PDF1.1",843916,"low-molecular-weight cysteine-rich 67(LCR67)"
"69","AT1G35680",5034.60927499684,-0.982428393321779,0.197849246292703,0.0024627673913533,0.0128972130192415,"RPL21",840472,"Ribosomal protein L21(RPL21C)"
"70","AT5G44340",4542.34660976069,-1.53745799980833,0.294840726957264,5.04473078641529e-05,0.000396770262470971,"TUBB4",834459,"tubulin beta chain 4(TUB4)"
"71","AT1G63940",4604.17275506062,-1.09719552845189,0.125047541666457,2.47057762334189e-08,3.3774603850808e-07,"MDAR6",842697,"monodehydroascorbate reductase 6(MDAR6)"
"72","AT4G16160",4837.82324545471,0.878340662430543,0.183001007797733,0.00838641871628015,0.0373760480533561,"OEP162",827308,"Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(ATOEP16-2)"
"73","AT3G03250",4095.04498369336,-0.844207429607918,0.160106891177323,0.00467690621219102,0.0225183935537454,"UGP",821313,"UDP-GLUCOSE PYROPHOSPHORYLASE 1(UGP1)"
"74","AT1G20620",4779.74313094128,-2.72309075504671,0.184758468810183,1.64773702430193e-36,1.96255777950762e-34,"CAT3",838651,"catalase 3(CAT3)"
"75","AT1G56580",4874.84174994121,-1.85320921348461,0.379044849355442,3.90513929296099e-05,0.000312427537808386,"SVB",842112,"plant/protein (Protein of unknown function, DUF538)(SVB)"
"76","AT3G59920",4166.47239684722,-0.782795202848083,0.149617334125875,0.00983125827835225,0.0429121138365916,"GDI2",825162,"RAB GDP dissociation inhibitor 2(GDI2)"
"77","AT1G78630",4509.50376787278,-1.12961273011905,0.22054070859974,0.000634645760358238,0.00389766170001513,"RPL13",844199,"Ribosomal protein L13 family protein(emb1473)"
"78","AT4G31340",4345.52080178357,-0.874636124862664,0.130545588925654,0.000271416318703527,0.00182640564460915,"AT4G31340",829261,"myosin heavy chain-like protein(AT4G31340)"
"79","AT2G21170",4201.30376476756,-0.830453765233608,0.118505966338222,0.000294854796696657,0.00196745373271996,"TIM",816652,"triosephosphate isomerase(TIM)"
"80","AT1G08200",4287.72742346779,-1.67967445864689,0.0832313713665449,2.9850137473699e-53,7.68721715994976e-51,"AXS2",837341,"UDP-D-apiose/UDP-D-xylose synthase 2(AXS2)"
"81","AT1G76160",4188.88298244721,-2.07886581771164,0.198079546037546,9.07353723747082e-18,3.40687892183895e-16,"sks5",843948,"SKU5 similar 5(sks5)"
"82","AT3G57520",3443.35798300614,1.19031011828665,0.147836702624633,8.02353267217993e-08,1.01462814952709e-06,"RFS2",824919,"seed imbibition 2(SIP2)"
"83","AT4G13930",3931.22588413968,-1.43345637429748,0.354385701311302,0.00157575719467065,0.00874467235260297,"SHM4",827027,"serine hydroxymethyltransferase 4(SHM4)"
"84","AT4G30950",4139.61892416705,-0.925727086873368,0.114919451300486,5.58319691935258e-06,5.25730860459682e-05,"FAD6",829220,"fatty acid desaturase 6(FAD6)"
"85","AT5G08280",4087.53643888432,-0.888188521742557,0.116450871951845,3.03490943715367e-05,0.000248011445728291,"HEMC",830724,"hydroxymethylbilane synthase(HEMC)"
"86","AT5G15650",4390.30908013566,-2.38549163673628,0.208408381944437,4.84836702714806e-22,2.55942743591027e-20,"RGP2",831419,"reversibly glycosylated polypeptide 2(RGP2)"
"87","AT1G70410",3858.92367623059,-0.972648537137606,0.120862655570286,2.19647273683596e-06,2.23482012524735e-05,"BCA4",843377,"beta carbonic anhydrase 4(BCA4)"
"88","AT5G38410",4438.39816059178,-3.22487061532841,0.180589352839295,1.4967282715777e-55,4.38817702637788e-53,"RBCS-3B",833828,"Ribulose bisphosphate carboxylase (small chain) family protein(RBCS3B)"
"89","AT5G26280",4214.2469226213,-2.92461794305045,0.153569189862361,5.17814407770152e-61,1.67254053709759e-58,"AT5G26280",832697,"TRAF-like family protein(AT5G26280)"
"90","AT1G54410",4438.23943491053,-2.46690585422281,0.470843647689907,2.0105458082422e-06,2.05662756133503e-05,"AT1G54410",841883,"dehydrin family protein(AT1G54410)"
"91","AT1G18800",3310.65856450469,0.829241251515123,0.10538919749754,5.53832642710965e-05,0.000431319520725086,"NRP2",838462,"NAP1-related protein 2(NRP2)"
"92","AT3G22310",3156.36720004828,1.00511428922963,0.129299984558448,2.81268381246009e-06,2.81076640870749e-05,"RH9",821800,"putative mitochondrial RNA helicase 1(PMH1)"
"93","AT2G47730",3730.54347074407,-1.71337717243402,0.177377795525289,7.00270903010552e-14,1.88489584727007e-12,"GSTF8",819386,"glutathione S-transferase phi 8(GSTF8)"
"94","AT3G44890",3867.88634679473,-1.18206355227079,0.133454593426437,5.58118781872906e-09,8.40796017877626e-08,"RPL9",823623,"ribosomal protein L9(RPL9)"
"95","AT5G45670",3566.86302280671,-1.9254323924845,0.155847726595683,7.21939376139978e-23,3.98782570756509e-21,"AT5G45670",834606,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT5G45670)"
"96","AT1G74920",3841.12080086043,-1.38818540438582,0.220362825893475,4.40777165167183e-06,4.24022737839021e-05,"ALDH10A8",843831,"aldehyde dehydrogenase 10A8(ALDH10A8)"
"97","AT1G52980",3285.31389016224,0.7213835585345,0.10076863365527,0.00164801212986851,0.00908743262699773,"NUG2",841731,"GTP-binding family protein(AtNug2)"
"98","AT2G40610",2713.51394465213,1.827333178683,0.177343796312538,4.91249051095125e-16,1.57870711074533e-14,"EXPA8",818656,"expansin A8(EXPA8)"
"99","AT1G58360",3040.34843923809,1.26812240180789,0.234877986561365,0.000137892114245981,0.000987527253358007,"AAP1",842205,"amino acid permease 1(AAP1)"
"100","AT4G35570",3184.24014116761,1.00964851543583,0.215993327114794,0.00365308008567878,0.0181766963949819,"HMGB5",829709,"high mobility group B5(HMGB5)"
"101","AT3G13120",3801.51434433419,-1.09851815932878,0.148323204320675,2.12544070707977e-06,2.16485962345372e-05,"RPS10",820500,"Ribosomal protein S10p/S20e family protein(AT3G13120)"
"102","AT5G45650",2743.77308828545,0.90160183118368,0.14771804913313,0.000577391215219063,0.0035812677256782,"AT5G45650",834605,"subtilase family protein(AT5G45650)"
"103","AT5G66400",3863.78949328961,1.49405049976837,0.391376786033938,0.00210822900467325,0.0112893908206334,"RAB18",836772,"Dehydrin family protein(RAB18)"
"104","AT5G65220",3701.23958174755,-1.00230225709323,0.15454819643131,8.48322523417075e-05,0.000633234717146854,"RPL29",836647,"Ribosomal L29 family protein(AT5G65220)"
"105","AT5G17020",2914.02725432548,0.965388539585308,0.17997872615376,0.00119739142696621,0.0068339887462399,"XPO1",831565,"exportin 1A(XPO1A)"
"106","AT1G05190",3789.75672284693,-1.13127420774384,0.116281387543126,3.16373654623578e-10,5.59808053496892e-09,"RPL6",839273,"Ribosomal protein L6 family(emb2394)"
"107","AT4G38970",4002.48771497672,-2.57596523501767,0.198956128032106,2.55591840250349e-28,2.02108452267672e-26,"FBA2",830052,"fructose-bisphosphate aldolase 2(FBA2)"
"108","AT1G29470",3469.64913376615,-0.801688967461401,0.110534119576982,0.000226998880054942,0.00155384973319218,"AT1G29470",839823,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G29470)"
"109","AT2G37660",3771.22162291043,-1.49284826188099,0.157845607125025,3.09109564690659e-12,6.94658133762958e-11,"AT2G37660",818343,"NAD(P)-binding Rossmann-fold superfamily protein(AT2G37660)"
"110","AT2G47000",2617.61140708857,1.52092785565765,0.211236650886561,5.47863743583345e-08,7.07360390343347e-07,"ABCB4",819314,"ATP binding cassette subfamily B4(ABCB4)"
"111","AT2G19540",3031.48231129047,0.748485545642527,0.110681915546394,0.00179596124416452,0.00979274204006962,"AT2G19540",816473,"Transducin family protein / WD-40 repeat family protein(AT2G19540)"
"112","AT5G66920",3566.89288078073,-1.36635554192655,0.129456012166166,7.32929835277062e-14,1.96724561561619e-12,"sks17",836826,"SKU5 similar 17(sks17)"
"113","AT4G39330",3422.62237027313,-2.28953410821734,0.178217756311285,1.15949694853687e-26,8.27585518661692e-25,"CAD9",830088,"cinnamyl alcohol dehydrogenase 9(CAD9)"
"114","AT5G23820",4228.57856022167,-4.49082747497507,0.218715244764295,1.51676830456128e-78,8.75910714546192e-76,"AT5G23820",832447,"MD-2-related lipid recognition domain-containing protein(AT5G23820)"
"115","AT5G26260",4071.43717114522,-8.46226371472839,0.255333694987476,5.14083459781076e-215,4.89844424652398e-211,"AT5G26260",832695,"TRAF-like family protein(AT5G26260)"
"116","AT5G02240",3424.52538569019,-1.75249335968806,0.176083895933036,7.24817093599296e-15,2.1349056186587e-13,"AT5G02240",830851,"NAD(P)-binding Rossmann-fold superfamily protein(AT5G02240)"
"117","AT1G04560",4163.17004575186,1.02535145845531,0.237957892911872,0.00602580169405764,0.028049267924684,"AT1G04560",839491,"AWPM-19-like family protein(AT1G04560)"
"118","AT5G48580",3710.10761873021,-1.4221927883361,0.265356179823376,5.76003504849592e-05,0.000446279467700714,"FKBP15-2",834915,"FK506- and rapamycin-binding protein 15 kD-2(FKBP15-2)"
"119","AT5G39570",3604.14882082483,-1.34606834622241,0.223974908977413,1.51977583772155e-05,0.000130992167071278,"AT5G39570",833953,"transmembrane protein(AT5G39570)"
"120","AT4G32410",3167.98893504614,-0.815690395067561,0.166990664130503,0.0109712931224845,0.0471431641567501,"CESA1",829376,"cellulose synthase 1(CESA1)"
"121","AT1G80640",2695.11347485351,1.62632682860053,0.174283362916313,1.08644541522319e-12,2.57197394756626e-11,"AT1G80640",844403,"Protein kinase superfamily protein(AT1G80640)"
"122","AT5G51750",3677.02468557713,-2.07526038518706,0.142273822732931,2.6255405003029e-32,2.56589360586012e-30,"ATSBT1.3",835249,"subtilase 1.3(SBT1.3)"
"123","AT1G79280",2813.01471426746,0.930966945464986,0.200634722087682,0.00632665426769907,0.0292851713333838,"NUA",844268,"nuclear pore anchor(NUA)"
"124","AT3G16400",3615.14795805282,-3.20719117241833,0.159131593440137,5.77038535937435e-70,2.49923258621812e-67,"NSP1",820887,"nitrile specifier protein 1(NSP1)"
"125","AT5G40950",3304.51968364605,-0.890963776732946,0.121299461635763,5.33490743120675e-05,0.000417182318081686,"RPL27",834097,"ribosomal protein large subunit 27(RPL27)"
"126","AT3G54210",3803.76632585664,-1.40578035513776,0.439137735171856,0.00915989514102096,0.0403476325586069,"RPL17",824588,"Ribosomal protein L17 family protein(AT3G54210)"
"127","AT2G20890",3346.11251714774,-0.883179718198703,0.158707700800513,0.00232132164671817,0.0122609275558504,"THF1",816623,"photosystem II reaction center PSB29 protein(PSB29)"
"128","AT4G01560",2735.2652746546,0.880942529732782,0.113928125045183,2.5468827105276e-05,0.000210659478361652,"MEE49",828136,"Ribosomal RNA processing Brix domain protein(MEE49)"
"129","AT4G01310",3309.89393309465,-1.44067174385892,0.137726426507371,3.74251826184378e-14,1.02179327386758e-12,"RPL5",827947,"Ribosomal L5P family protein(AT4G01310)"
"130","AT3G11964",2630.97626676573,0.961748953721585,0.169009389859335,0.00076745285517879,0.00460495877239994,"AT3G11964",820370,"RIBOSOMAL RNA PROCESSING 5(AT3G11964)"
"131","AT3G27020",2710.71704298178,1.11744218993852,0.188791531131175,0.000108896090928067,0.000797859594316099,"YSL6",822319,"YELLOW STRIPE like 6(YSL6)"
"132","AT3G59970",3052.17156559396,-1.58386059638066,0.226696421234203,8.36719433556611e-08,1.0531943358843e-06,"MTHFR1",825167,"methylenetetrahydrofolate reductase 1(MTHFR1)"
"133","AT3G18080",3433.83391860428,-1.23697002480142,0.150768931780764,2.1488141511595e-08,2.96309343550265e-07,"BGLU44",821333,"B-S glucosidase 44(BGLU44)"
"134","AT4G17330",2736.52684087576,0.891206985948808,0.16074315771306,0.00202452721067043,0.0108956269567202,"ATG2484-1",827445,"G2484-1 protein(G2484-1)"
"135","AT3G63190",3149.62072006299,-0.915769383419584,0.152585329617269,0.000635550970869667,0.00390196354763635,"RRF",825494,"ribosome recycling factor, chloroplast precursor(RRF)"
"136","AT3G16370",2980.71942437421,-4.94650849534402,0.184378653133938,7.81097743634115e-136,1.86067246255442e-132,"APG",820884,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G16370)"
"137","AT1G09310",2609.65111848359,-2.13360117848847,0.624258180002303,0.00114859618926238,0.00658104194301191,"AT1G09310",837452,"plant/protein (Protein of unknown function, DUF538)(AT1G09310)"
"138","AT1G14670",2975.34734703036,-0.943197752240041,0.163026227568261,0.000765420878697234,0.00459421281427817,"TMN2",838029,"Endomembrane protein 70 protein family(AT1G14670)"
"139","AT3G14220",3190.47884143528,-0.890210820985938,0.179575134255988,0.00545576941900294,0.0256780928174708,"AT3G14220",820640,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G14220)"
"140","AT3G02230",3261.20355029466,-2.27542374627914,0.121241076943224,4.43593333859242e-54,1.20765116619365e-51,"RGP1",821233,"reversibly glycosylated polypeptide 1(RGP1)"
"141","AT5G55220",2970.37990661504,-0.766218704085806,0.108923126248394,0.000938993551495427,0.00550258305991647,"TIG",835615,"trigger factor type chaperone family protein(AT5G55220)"
"142","AT3G02220",2563.07230868984,0.850107887129238,0.161303007282248,0.00477200916113174,0.0228837892762173,"AT3G02220",821238,"small acidic-like protein(AT3G02220)"
"143","AT1G12090",3397.5050771804,-4.42170892223444,0.352439590619282,6.27262522242856e-31,5.71949372554168e-29,"ELP",837761,"extensin-like protein(ELP)"
"144","AT4G15900",2566.1004012773,0.705843691452428,0.0904319617190895,0.000898122087105864,0.00528419654645769,"PRL1",827272,"pleiotropic regulatory locus 1(PRL1)"
"145","AT2G34357",2425.56757296872,0.967592764059874,0.159527147275407,0.000308154290247516,0.00204687915972357,"AT2G34357",2745580,"ARM repeat superfamily protein(AT2G34357)"
"146","AT5G35360",2851.89265793377,-0.81935908134393,0.12767200063962,0.00097048109742782,0.00566272451735516,"CAC2",833497,"acetyl Co-enzyme a carboxylase biotin carboxylase subunit(CAC2)"
"147","AT5G26860",2496.00763932028,0.925176194725482,0.159423375583655,0.000889794774253095,0.00524703452761017,"LON1",832744,"lon protease 1(LON1)"
"148","AT5G02770",2447.45279012993,1.07627345735423,0.175887381373612,0.000101354567640139,0.000745758299427851,"MOS11",831253,"Protein MODIFIER OF SNC1 11(MOS11)"
"149","AT1G07320",3214.15905904735,-1.39837031983916,0.172539572946284,4.72482524474948e-09,7.20327957513527e-08,"RPL4",837243,"ribosomal protein L4(RPL4)"
"150","AT1G69740",2987.66986943298,-1.09132195918182,0.17511381287094,5.59902907589755e-05,0.000435281688961029,"HEMB1",843310,"Aldolase superfamily protein(HEMB1)"
"151","AT5G48300",2960.93075224599,-1.0886423317366,0.078560658572488,3.57148646301127e-18,1.38901668419604e-16,"APS1",834883,"ADP glucose pyrophosphorylase 1(ADG1)"
"152","AT1G21310",5669.9032925585,-7.22265730522365,1.10817577058799,4.14358043166277e-11,8.05594771632182e-10,"EXT3",838728,"extensin 3(EXT3)"
"153","AT1G28290",3529.88808056424,-1.99972557046638,0.400559910679668,1.80204268700363e-05,0.000153876602226956,"AGP31",839723,"arabinogalactan protein 31(AGP31)"
"154","AT1G54580",2778.54814644612,-1.10178093830166,0.152840471847842,3.57012845442445e-06,3.48528339494867e-05,"ACP2",841900,"acyl carrier protein 2(ACP2)"
"155","AT1G61580",2003.49020861427,1.51759749243118,0.148020671860847,2.62502739182182e-14,7.30294116875159e-13,"ARP2",842454,"R-protein L3 B(RPL3B)"
